,odili julius,kahar mohd,uymaz sait,tezel gulay,yel esra,wang hongping,lu xi,zhang xiaoge,wang qing,deng yong,zhu liping,kim song-ju,hara masahiko,aono masashi,shayeghi h,dadashpour j,almonacid boris,soto ricardo,pook mei,ramlan effirul,naderi b,khalili majid,khamseh alireza,tilahun surafel,ong hong,he s,wu qh,saunders jr,maniezzo acmdv,mirjalili seyedali,castro l,zuben fernando,pijarski paweå‚,kacejko piotr,hu t,kahng andrew,tsao chung-wen,muller sd,marchetto j,airaghi s,kournoutsakos p,passino km,chu ying,mi hua,liao huilian,ji zhen,wu q,mo hongwei,xu lifang,sulaiman mohd,mustaffa zuriani,saari mohd,daniyal hamdan,mohamad ahmad,othman mohd,mohamed mohd,yang xin-she,farshi taymaz,kallioras nikos,lagaros nikos,avtzis dimitrios,teodorovic dusan,lucic panta,markovic goran,orco mauro,karaboga dervis,basturk bahriye,comellas francesc,martinez-navarro jesus,abbass ha,jung sung,erol osman,eksin ibrahim,simon d,askarzadeh alireza,duman ekrem,uysal mitat,alkaya ali,gao liang,pan quan-ke,morais reinaldo,nedjah nadia,mourelle luiza,kazikova anezka,pluhacek michal,senkerik roman,viktorin adam,hatamlou abdolreza,hayyolalam vahideh,kazem ali,taherdangkoo mohammad,shirzadi mohammad,yazdi mehran,bagheri mohammad,das amit,nikum ankit,krishnan siva,pratihar dilip,shi yuhui,ghaemidizaji manizheh,dadkhah chitra,leung henry,bodaghi mohammad,samieefar koosha,wang gai-ge,deb suash,cui zhihua,arora sankalap,singh satvir,arshaghi ali,ashourian mohsen,ghabeli leila,tang deyu,dong shoubin,jiang yi,li huan,huang yishuan,chu shu-chuan,tsai pei-wei,pan jeng-shyang,ibrahim r,formato richard,braik malik,kaveh a,talatahari s,klein carlos,mariani viviana,coelho leandro,alatas bilal,meng xianbing,liu yu,gao xiaozhi,zhang hengzhen,hosseini eghbal,yan gao-wei,hao zhan-ju,obagbuwa i,adewumi a,mahdavi vr,alfredo milani,valentino santucci,iordache serban,salcedo-sanz s,ser j,landa-torres i,gil-lópez s,portilla-figueras j,ghafoor kayhan,sadiq ali,guizani mohsen,emrouznejad ali,pierezan juliano,feng xiang,ma meiyi,yu huiqun,rizk-allah rizk,hassanien aboul,bhattacharyya siddhartha,fard am,hajiaghaei-keshteli m,greensmith julie,aickelin uwe,cayzer steve,dehghani mohammad,montazeri zeinab,malik om,subramanian c,sekar ass,subramanian k,dutta tulika,dey sandip,platos jan,shiqin yang,jianjun jiang,guangxing yan,farhoudi n,mardaneh mohammad,nouraeipour s,biyanto totok,fibrianto henokh,nugroho gunawan,hatta agus,listijorini erny,budiati titik,huda hairul,parpinelli rafael,lopes heitor,cuevas erik,oliva diego,zaldivar daniel,pérez-cisneros marco,sossa humberto,rahmanzadeh sajjad,pishvaee mir,khalafallah ahmed,abdel-raheem mohamed,fong simon,tian zhonghuan,xu yuechun,zeng jianchao,huang guangqiu,melo vinicius,zheng yu-jun,ling hai-feng,xue jin-yun,segundo emerson,shayanfar human,gharehchopogh farhad,razmjooy navid,khalilpour mohsen,ramezani mehdi,tan ying,zhu yuanchun,chuang li-yeh,tsai sheng-wei,yang cheng-hong,eesa as,abdulazeez am,orman z,filho carmelo,neto fernando,lins anthony,nascimento antonio,lima marilia,li xl,qian jx,jahani ehsan,chizari mohammad,ghaemi manizheh,feizi-derakhshi mohammad-reza,moez h,taghizadieh n,połap dawid,woźniak marcin,salimi hamid,eusuff muzaffar,lansey kevin,hernández hugo,blum christian,pan wen-tsao,hosseini hamed,muthiah-nakarajan venkataraman,noel mathew,abdechiri marjan,meybodi mohammad,bahrami helena,moein sara,logeswaran rajasvaran,holland john,ferreira cândida,beiranvand hamzeh,rokrok esmaeel,krishnanand k,ghose d,saremi shahrzad,lewis andrew,rashedi esmat,nezamabadi-pour hossein,saryazdi saeid,flores juan,lópez rodrigo,barrera julio,dueck gunter,ahrari ali,atai ali,eita m,fahmy m,zhang qingyang,wang ronggui,yang juan,ding kai,li yongfu,hu jiangen,debruyne a,kaur b,fausto fernando,valdivia arturo,gonzález adrián,el-dosuky mohammed,el-bassiouny ahmed,hamza taher,rashad magdy,zheng kun,tang dunbing,giret adriana,salido miguel,sang zelei,moldovan dorin,khatri abhishek,gaba akash,rana k,kumar vineet,brammya g,praveena s,preetha n,ramya r,rajakumar b,binu d,shabani amir,asgarian behrouz,gharebaghi saeed,das bikash,mukherjee v,das debapriya,dhiman gaurav,kumar vijay,mehrabian ar,lucas c,gandomi amir,javidy behzad,chen chin-chi,tsai yung-che,liu i-i,lai chia-chun,yeh yi-ting,kuo shu-yu,chou yao-hsin,aminnayeri m,agbehadji israel,millham richard,jaddi najmeh,alvankarian jafar,abdullah salwani,alavi amir,wang peng,zhu zhouquan,huang shuai,shareef hussain,ibrahim ahmad,mutlag ammar,wang bo,jin xiaoping,cheng bo,chen stephen,zervoudakis konstantinos,tsafarakis stelios,ghorbani naser,babaei ebrahim,faramarzi afshin,heidarinejad mohammad,nejatian s,omidvar r,parvin h,rezaei v,yasrebi m,sadollah ali,bahreininejad ardeshir,eskandar hadi,hamdi mohd,zhao weiguo,wang liying,zhang zhenxing,mucherino antonio,seref onur,kundakcioglu o,pardalos panos,bansal jagdish,sharma harish,jadon shimpi,clerc maurice,zhang luna,dahlmann cheyenne,zhang yanqing,mirjalili seyed,geem zong,kim joong,loganathan gv,bidar mahdi,kanan hamidreza,mouhoub malek,sadaoui samira,minhas fayyaz,arif muhammad,alauddin md,dadras a,gharebaghi s,asl m,sacco wagner,oliveira crea,kashan ali,premaratne upeka,samarabandu jagath,sidhu tarlochan,chan c,xue fan,ip w,cheung c,gheraibia youcef,moussaoui abdelouahab,duan haibin,qiao peixin,lamy jean-baptiste,li jun,shi zhongzhi,sulaiman muhammad,salhi abdellah,selamoglu birsen,kirikchi omar,akyol sinem,karci ali,borji ali,emami hojjat,derakhshan farnaz,atashpaz-gargari esmaeil,lucas caro,melvix jsm,saire josimar,tupac v,torabi shadi,safi-esfahani faramarz,khayatazad m,sharma anurag,gao xiao-zhi,zenger kai,ye zhiwei,ma lie,chen hongwei,rabanal pablo,rodriguez ismael,rubio fernando,havens timothy,spain christopher,salmon nathan,keller james,merrikh-bayat f,shadravan s,naji hr,bardsiri vk,mozaffari ahmad,fathi alireza,behzadipour saeed,mirjalili seyedeh,faris hossam,kaur amandeep,jain sushma,goel shivani,felipe denis,goldbarg elizabeth,goldbarg marco,omidvar rohollah,parvin hamid,rad farhad,abedinia oveis,amjady nima,ghasemi ali,ali asif,zafar kashif,bakhshi taimur,kim hyunchul,ahn byungchul,tanyildizi erkan,demir gokhan,monismith david,mayfield blayne,du haifeng,wu xiaodong,zhuang jian,tamura kenichi,yasuda and,purnomo hindriyanto,wee hui-ming,osaba e,diaz f,onieva e,moosavian naser,roodsari babak,rashid mohd,ray t,liew km,zhang jinhao,xiao mi,pan quanke,dai chaohua,chen weirong,zhu yunfang,bagheri hajar,ara afshin,hosseini rahil,moosavi seyyed,bardsiri vahid,ghasemian hadi,ghasemian fahimeh,vahdat-nejad hamed,fard amir,hajiaghaei-keshteli mostafa,cienfuegos miguel,zaldívar daniel,raouf osama,hezam ibrahim,jain mohit,singh vijander,rani asha,neshat mehdi,sepidnam ghodrat,sargolzaei mehdi,cheng min-yuan,prayogo doddy,tzanetos alexandros,dounias georgios,reyna-orta adolfo,diaz-cortes margarita-arimatea,rao rv,savsani vj,vakharia dp,hedayatzadeh ramin,salmassi foad,keshtgari manijeh,akbari reza,ziarati koorush,chen tanggong,zolghadr a,kaur satnam,awasthi lalit,sangal al,tayeb fatima,bessedik malika,benbouzid mohamed,cheurfi hamza,blizak ammar,kaveh ali,ghazaan majid,cortés pablo,garcia josé,muñuzuri jesús,onieva luis,li mu,zhao hui,weng xing,han tong,jaderyan morteza,khotanlou hassan,pattnaik ss,bakwad km,sohi bs,ratho rk,devi s,liang yun-chia,juarez josue,moghdani reza,salimifard khodakaram,doğan berat,ölmez tamer,sur chiranjib,sharma sanjeev,shukla anupam,savsani poonam,savsani vimal,pinto pedro,runkler thomas,sousa joão,kaboli s,selvaraj j,rahim na,wedyan ahmad,whalley jacqueline,narayanan ajit,jiang qiaoyong,wang lei,hei xinhong,fei rong,yang dongdong,zou feng,li hongye,cao zijian,lin yanyan,bakhshpoori t,tran trung,ng kien,k. srikanth,panwar lokesh,panigrahi b,kumar rajesh,ebrahimi a,khamehchi e,matradji matradji,irawan sonny,febrianto henokh,afdanny naindar,rahman ahmad,gunawan kevin,pratama januar,bethiana titania,drias habiba,drias yassine,khennak ilyes,ghasemi mojtaba,davoudkhani iraj,akbari ebrahim,rahimnejad abolfazl,ghavidel sahand,li li,bayraktar z,komurcu m,werner d,tang rui,arnaout jean-paul,punnathanam varun,kotecha prakash,morales bernardo,rodriguez alma,valdivia-g arturo,nguyen hoang,bhanu bir
odili julius,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kahar mohd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uymaz sait,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
